dataset_name,model_name,comparison,metric,n_seeds,mean_delta,std_delta,descriptive_ci95_low,descriptive_ci95_high,seed_level_deltas
dbpedia_14,large-6,fixed_order_with_guard minus stable_with_guard,test_acc,3,-0.001966666666666598,0.00024299715851754035,-0.0022416438374361337,-0.0016916894958970625,"[-0.0017285714285714127, -0.0019571428571427685, -0.002214285714285613]"
dbpedia_14,large-6,fixed_order_with_guard minus stable_with_guard,ece,3,0.0011217830385480668,0.00040205813551722375,0.0006668114279174003,0.0015767546491787332,"[0.0013314688295125998, 0.0006582276591232004, 0.0013756526270083998]"
dbpedia_14,large-6,fixed_order_with_guard minus stable_with_guard,nll,3,0.010387403269608832,0.002189426584151567,0.007909833855256405,0.012864972683961258,"[0.009314946830272702, 0.008940964937210097, 0.012906298041343696]"
dbpedia_14,large-6,fixed_order_with_guard minus stable_with_guard,brier,3,0.003318879234308434,0.0005706822210113198,0.002673091507820101,0.003964666960796767,"[0.0027914454858773002, 0.0032404873127582015, 0.0039247049042898]"
dbpedia_14,large-6,fixed_order_with_guard minus stable_with_guard,generalization_gap_01,3,-0.00018879551820723318,0.0012090436947599442,-0.0015569572553653132,0.0011793662189508467,"[0.0009029411764706003, -0.0014882352941176001, 1.8907563025300292e-05]"
dbpedia_14,large-6,buggy_no_guard minus fixed_order_with_guard,test_acc,3,-0.16607142857142862,0.043676538324368165,-0.21549608444276475,-0.1166467727000925,"[-0.12201428571428574, -0.16684285714285718, -0.2093571428571429]"
dbpedia_14,large-6,buggy_no_guard minus fixed_order_with_guard,ece,3,0.1675899665833939,0.04326248452617981,0.1186338566928701,0.2165460764739177,"[0.123235025053365, 0.1698646250150034, 0.2096702496818133]"
dbpedia_14,large-6,buggy_no_guard minus fixed_order_with_guard,nll,3,4.094677695383628,1.0296859239442646,2.929478382458448,5.259877008308807,"[2.9759853072464466, 4.305242285132408, 5.00280549377203]"
dbpedia_14,large-6,buggy_no_guard minus fixed_order_with_guard,brier,3,0.3300476538991904,0.0864355443509396,0.23223662769399944,0.42785868010438133,"[0.24225525402433673, 0.3328284769028763, 0.4150592307703581]"
dbpedia_14,large-6,buggy_no_guard minus fixed_order_with_guard,generalization_gap_01,3,8.403361344499894e-06,0.0029014103734589652,-0.003274851556541868,0.0032916582792308683,"[0.00013403361344549967, 0.0028449579831932, -0.0029537815126052]"
dbpedia_14,large-6,buggy_rescue_guard minus fixed_order_with_guard,test_acc,3,-0.00016190476190477052,0.0006270002007182885,-0.000871422281851411,0.0005476127580418699,"[0.00021428571428583343, -0.0008857142857143785, 0.00018571428571423354]"
dbpedia_14,large-6,buggy_rescue_guard minus fixed_order_with_guard,ece,3,0.00026403967397553314,0.0004826757102447579,-0.0002821593104570323,0.0008102386584080986,"[4.1308251023299686e-05, 0.0008178631531340994, -6.70523822307997e-05]"
dbpedia_14,large-6,buggy_rescue_guard minus fixed_order_with_guard,nll,3,0.0017825004955132687,0.0020121867766885147,-0.0004945031957613332,0.00405950418678787,"[0.0019301883876323006, 0.0037167742848396024, -0.000299461185932097]"
dbpedia_14,large-6,buggy_rescue_guard minus fixed_order_with_guard,brier,3,0.0005222906123202332,0.000803572888472113,-0.00038703771368657155,0.001431618938327038,"[0.0003204252840408005, 0.0014075492157328978, -0.0001611026628129987]"
dbpedia_14,large-6,buggy_rescue_guard minus fixed_order_with_guard,generalization_gap_01,3,0.000150700280112,0.0003098967612550065,-0.0001999809178098795,0.0005013814780338795,"[-6.722689075630041e-05, 0.0005054621848739, 1.3865546218400429e-05]"
dbpedia_14,large-6,single_bad_first_step_then_stable minus stable_with_guard,test_acc,3,-0.7383047619047619,0.05618727674507115,-0.8018866510382077,-0.6747228727713162,"[-0.6995428571428571, -0.7126285714285715, -0.8027428571428572]"
dbpedia_14,large-6,single_bad_first_step_then_stable minus stable_with_guard,ece,3,0.7434353868871928,0.05636969190869373,0.6796470755638564,0.8072236982105292,"[0.7038833462127618, 0.7184423417355335, 0.8079804727132832]"
dbpedia_14,large-6,single_bad_first_step_then_stable minus stable_with_guard,nll,3,20.61667727554838,1.5694357327070996,18.84069355575003,22.39266099534673,"[19.499908875674013, 19.939039722085, 22.411083228886127]"
dbpedia_14,large-6,single_bad_first_step_then_stable minus stable_with_guard,brier,3,1.4799713586378207,0.11277839137393542,1.352350594785532,1.6075921224901093,"[1.401389809794949, 1.4293306552720872, 1.6091936108464255]"
dbpedia_14,large-6,single_bad_first_step_then_stable minus stable_with_guard,generalization_gap_01,3,-0.0052897759103641,0.0006342943666012928,-0.006007547556037431,-0.0045720042646907695,"[-0.005944537815126, -0.0046781512605041, -0.0052466386554622]"
dbpedia_14,large-6,buggy_rescue_guard minus buggy_no_guard,test_acc,3,0.16590952380952384,0.0436571623348248,0.11650679393443392,0.21531225368461376,"[0.12222857142857158, 0.1659571428571428, 0.20954285714285714]"
dbpedia_14,large-6,buggy_rescue_guard minus buggy_no_guard,ece,3,-0.16732592690941836,0.04329744787152668,-0.21632160154976382,-0.11833025226907291,"[-0.1231937168023417, -0.1690467618618693, -0.2097373020640441]"
dbpedia_14,large-6,buggy_rescue_guard minus buggy_no_guard,nll,3,-4.092895194888115,1.0304881202112428,-5.259002278345433,-2.926788111430797,"[-2.9740551188588142, -4.3015255108475685, -5.003104954957962]"
dbpedia_14,large-6,buggy_rescue_guard minus buggy_no_guard,brier,3,-0.32952536328687015,0.08665830258816984,-0.42758846416739016,-0.23146226240635018,"[-0.24193482874029593, -0.3314209276871434, -0.4152203334331711]"
dbpedia_14,large-6,buggy_rescue_guard minus buggy_no_guard,generalization_gap_01,3,0.0001422969187675001,0.0026701994501701007,-0.0028793182090700686,0.003163912046605069,"[-0.00020126050420180008, -0.0023394957983193, 0.0029676470588236004]"
dbpedia_14,medium-4,fixed_order_with_guard minus stable_with_guard,test_acc,3,6.66666666665483e-05,0.00041853323407716196,-0.00040694827303758974,0.0005402816063706864,"[0.0005428571428568452, -9.999999999998899e-05, -0.00024285714285721127]"
dbpedia_14,medium-4,fixed_order_with_guard minus stable_with_guard,ece,3,-0.0010222868578774337,0.0005894535352952858,-0.0016893163261413528,-0.0003552573896135144,"[-0.0015856191183840004, -0.00040979140081570057, -0.0010714500544325998]"
dbpedia_14,medium-4,fixed_order_with_guard minus stable_with_guard,nll,3,-0.0025418363511562673,0.0005982553187756197,-0.003218825975061157,-0.0018648467272513775,"[-0.0032320320606232036, -0.002171602100133903, -0.002221874892711695]"
dbpedia_14,medium-4,fixed_order_with_guard minus stable_with_guard,brier,3,-0.0002043229179857347,0.0004713541670999374,-0.000737710370292984,0.00032906453432151467,"[-0.0006637268778896012, -0.00022737724767010054, 0.00027813537160249757]"
dbpedia_14,medium-4,fixed_order_with_guard minus stable_with_guard,generalization_gap_01,3,0.0014487394957983333,0.00036583587480737607,0.001034757231831782,0.0018627217597648846,"[0.0012764705882353, 0.0018689075630251998, 0.0012008403361345]"
dbpedia_14,medium-4,buggy_no_guard minus fixed_order_with_guard,test_acc,3,-0.12114285714285704,0.11112033466251889,-0.24688735319735633,0.004601638911642267,"[-0.24935714285714272, -0.05272857142857135, -0.06134285714285703]"
dbpedia_14,medium-4,buggy_no_guard minus fixed_order_with_guard,ece,3,0.07575030839719941,0.08485849758332306,-0.02027612139140779,0.17177673818580663,"[0.17373529653804648, 0.026344067571631498, 0.027171561081920297]"
dbpedia_14,medium-4,buggy_no_guard minus fixed_order_with_guard,nll,3,0.9760951697826385,1.296436581600698,-0.49096092859126617,2.4431512681565435,"[2.473056774586439, 0.21882372349500662, 0.23640501126646998]"
dbpedia_14,medium-4,buggy_no_guard minus fixed_order_with_guard,brier,3,0.1936900720457548,0.18351350731679844,-0.013975010738845633,0.4013551548303552,"[0.4054956034311204, 0.0822177441050293, 0.09335686860111471]"
dbpedia_14,medium-4,buggy_no_guard minus fixed_order_with_guard,generalization_gap_01,3,-0.0015007002801120661,0.0009087162309699404,-0.0025290094988243217,-0.00047239106139981076,"[-0.0020798319327731, -0.0019689075630251996, -0.0004533613445378993]"
dbpedia_14,medium-4,buggy_rescue_guard minus fixed_order_with_guard,test_acc,3,-4.761904761729774e-06,0.0003018086071902175,-0.00034629049474756526,0.0003367666852241057,"[-0.0002857142857140005, -4.2857142857011254e-05, 0.0003142857142858224]"
dbpedia_14,medium-4,buggy_rescue_guard minus fixed_order_with_guard,ece,3,-0.00022052648046186658,0.00048125213961053054,-0.000765114543072224,0.0003240615821484909,"[0.0003348910031574998, -0.0005136360679354, -0.0004828343766076996]"
dbpedia_14,medium-4,buggy_rescue_guard minus fixed_order_with_guard,nll,3,-0.0003929982582727999,0.0014345035767335543,-0.002016291869586773,0.0012302953530411733,"[0.0008126087486744066, -1.2092292308800434e-05, -0.0019795112311840057]"
dbpedia_14,medium-4,buggy_rescue_guard minus fixed_order_with_guard,brier,3,1.7968612669669777e-06,0.00041432917128886884,-0.0004670607335434493,0.0004706544560773832,"[0.00022096959428260024, 0.0002605054132793008, -0.00047608442376100013]"
dbpedia_14,medium-4,buggy_rescue_guard minus fixed_order_with_guard,generalization_gap_01,3,-6.736694677873308e-05,0.00026035551914926967,-0.0003619869517477709,0.00022725305819030475,"[0.00019957983193279964, -8.109243697489946e-05, -0.00032058823529409943]"
dbpedia_14,medium-4,single_bad_first_step_then_stable minus stable_with_guard,test_acc,3,-0.6156428571428572,0.041756585695906456,-0.6628948820871209,-0.5683908321985934,"[-0.5722714285714288, -0.6555714285714285, -0.6190857142857142]"
dbpedia_14,medium-4,single_bad_first_step_then_stable minus stable_with_guard,ece,3,0.6198917315550504,0.04257483662397693,0.5717137685193578,0.668069694590743,"[0.5757440357829845, 0.6606966347255878, 0.6232345241565791]"
