dataset_context,file,file_type,top_level_keys,train_acc,val_acc,test_acc,test_ece,test_ece_scaled,test_nll,test_nll_scaled,test_brier,test_brier_scaled,test_acc_std,test_ece_std,num_records
dbpedia_14,/content/paper_inputs/dbpedia_pretrained_baseline_json/distilbert_seed42.json,json,"['dataset_name', 'model_name', 'seed', 'train_acc', 'val_acc', 'test_acc', 'train_error_01', 'test_error_01', 'generalization_gap_01', 'test_ece', 'test_ece_scaled', 'test_nll', 'test_nll_scaled', 'test_brier', 'test_brier_scaled', 'temperature', 'num_parameters']",0.9970546218487395,0.9922619047619048,0.9929,0.005277274316549262,0.0016322571537324586,0.03480759263038635,0.02919735200703144,0.012320115343133157,0.011685843562356373,,,
dbpedia_14,/content/paper_inputs/dbpedia_pretrained_baseline_json/distilbert_seed123.json,json,"['dataset_name', 'model_name', 'seed', 'train_acc', 'val_acc', 'test_acc', 'train_error_01', 'test_error_01', 'generalization_gap_01', 'test_ece', 'test_ece_scaled', 'test_nll', 'test_nll_scaled', 'test_brier', 'test_brier_scaled', 'temperature', 'num_parameters']",0.9970546218487395,0.9920595238095238,0.9928714285714285,0.004505462160280721,0.0013365804163472605,0.03292986378073692,0.02957255207002163,0.012321747789169925,0.011909724873273646,,,
dbpedia_14,/content/paper_inputs/dbpedia_pretrained_baseline_json/summary.json,json,"['dataset_name', 'model_name', 'seeds', 'num_parameters', 'test_acc', 'test_acc_std', 'generalization_gap_01', 'generalization_gap_01_std', 'test_ece', 'test_ece_std', 'test_ece_scaled', 'test_nll', 'test_nll_scaled', 'test_brier', 'test_brier_scaled', 'temperature', 'per_seed_results']",,,0.9927809523809524,0.004980062932414635,0.0014870440504380703,0.03405685847004255,0.029483666643500328,0.012535220694679036,0.011977133285879906,0.00014861415746978378,0.0003391398407462077,
dbpedia_14,/content/paper_inputs/dbpedia_pretrained_baseline_json/distilbert_seed456.json,json,"['dataset_name', 'model_name', 'seed', 'train_acc', 'val_acc', 'test_acc', 'train_error_01', 'test_error_01', 'generalization_gap_01', 'test_ece', 'test_ece_scaled', 'test_nll', 'test_nll_scaled', 'test_brier', 'test_brier_scaled', 'temperature', 'num_parameters']",0.9969558823529412,0.9921666666666666,0.9925714285714285,0.005157452320413921,0.0014922945812344917,0.034433118999004364,0.029681095853447914,0.012963798951734029,0.0123358314220097,,,
dbpedia_14,/content/paper_inputs/results_dp_no_ckp/results_dp_no_ckp/scratch_empirical_dbpedia_14_full_dbpedia_v1/baseline_results.json,json,,,,,,,,,,,,,2.0
